ID,pred
25318,0.035096362
25319,0.009581334
25320,0.005733301
25321,0.5658421
25322,0.01637655
25323,0.0007181382
25324,0.0011984565
25325,0.0013512411
25326,0.0041011362
25327,0.13925917
25328,0.5914305
25329,0.16900136
25330,0.0013217933
25331,0.009063521
25332,0.016531192
25333,0.0034482758
25334,0.08547168
25335,0.00080439745
25336,0.016202461
25337,0.3208514
25338,0.00095781666
25339,0.0028573233
25340,0.0013070842
25341,0.025150154
25342,0.32177216
25343,0.033118792
25344,0.0016000309
25345,0.016906923
25346,0.015639039
25347,0.008601707
25348,0.004475936
25349,0.0007651235
25350,0.009982816
25351,0.003343668
25352,0.028438017
25353,0.013240609
25354,0.04808191
25355,0.23572543
25356,0.17143486
25357,0.005716909
25358,0.112548985
25359,0.016797677
25360,0.0032203943
25361,0.06774839
25362,0.060262546
25363,0.61927694
25364,0.00022963279
25365,0.022882072
25366,0.0007490481
25367,0.01284929
25368,0.5344457
25369,0.008744966
25370,0.0009236592
25371,0.27005276
25372,0.011688091
25373,0.04813689
25374,0.01423781
25375,0.00055887987
25376,0.026485158
25377,0.0011123064
25378,0.00020713775
25379,0.050700326
25380,0.006427153
25381,0.014673675
25382,0.0012891116
25383,0.1722864
25384,0.0046230145
25385,0.062992275
25386,0.0010491452
25387,0.11879175
25388,0.030187821
25389,0.48388484
25390,0.0016580462
25391,0.031900305
25392,0.8402419
25393,0.0032728796
25394,0.1971801
25395,0.05071644
25396,0.0015001369
25397,0.011429755
25398,0.57015425
25399,0.0365809
25400,0.023018347
25401,0.0028776377
25402,0.2771644
25403,0.03010439
25404,0.011418484
25405,0.26436034
25406,0.014391058
25407,0.07635163
25408,0.12480302
25409,0.017032277
25410,0.009368494
25411,0.011741169
25412,0.48470673
25413,0.737152
25414,0.6291559
25415,0.095733315
25416,0.006800304
25417,0.27857974
25418,0.009110296
25419,0.0024767348
25420,0.06519992
25421,0.00012496457
25422,8.886595e-06
25423,0.008203814
25424,0.035938572
25425,0.0060520754
25426,0.0053844657
25427,0.34727174
25428,0.012395552
25429,0.35270384
25430,0.014707676
25431,0.07425997
25432,0.103396155
25433,0.004846831
25434,0.47350046
25435,0.0008010723
25436,0.001527928
25437,0.01618344
25438,0.003852971
25439,0.46863794
25440,0.18582541
25441,0.35576618
25442,0.0013724713
25443,0.0125860395
25444,0.3201948
25445,0.011526633
25446,0.1419804
25447,0.040367905
25448,0.06747595
25449,0.16243099
25450,0.0070370995
25451,0.024168866
25452,0.055476185
25453,0.0022319572
25454,0.61674726
25455,0.08887912
25456,0.008384366
25457,0.54975593
25458,0.814775
25459,0.013250775
25460,0.093309194
25461,0.0028291012
25462,0.017581074
25463,0.14748387
25464,0.0461627
25465,0.005354151
25466,0.07346388
25467,0.08448086
25468,0.01622712
25469,0.00035832578
