ID,pred
25318,0.05939602756252878
25319,0.025880489364792144
25320,0.01332372760261155
25321,0.5435252573266716
25322,0.05569213452656578
25323,0.005518386022730599
25324,0.003808212264283931
25325,0.018113785907705002
25326,0.024734475199692057
25327,0.15573957193910035
25328,0.6323911138890312
25329,0.04930755647161646
25330,0.011174119422354856
25331,0.005810685887361303
25332,0.009865712514623703
25333,0.015576894981001614
25334,0.060129124656037716
25335,0.004768857855502887
25336,0.026026641479948882
25337,0.1891463468561672
25338,0.049595534389695335
25339,0.13281198499960917
25340,0.004207409615479002
25341,0.03553192843503439
25342,0.40812325524577703
25343,0.021775759133930706
25344,0.033889559133768905
25345,0.016007079710390542
25346,0.05563573408614962
25347,0.002419928965634414
25348,0.027483890828793968
25349,0.01163014390762674
25350,0.022405247484027026
25351,0.012783307738122038
25352,0.04260919788655357
25353,0.011210478593366774
25354,0.03157160633236664
25355,0.1284845105922935
25356,0.1356278250914154
25357,0.011525003478833664
25358,0.11276949078688212
25359,0.096926248541908
25360,0.003997959528951507
25361,0.03929489917692148
25362,0.08826793436206586
25363,0.5239294629019128
25364,0.055488970016166234
25365,0.006776843443839926
25366,0.029638475095075202
25367,0.007810770795223466
25368,0.5023154166568626
25369,0.05012173140090005
25370,0.013018786489476377
25371,0.1444796150383156
25372,0.013107115319412522
25373,0.022502721269225163
25374,0.1478821613013126
25375,0.011661253821871068
25376,0.09778273174746445
25377,0.03873231191912427
25378,0.06006108775090722
25379,0.04562192676130415
25380,0.007318100670467579
25381,0.02988858296881252
25382,0.011276968025078887
25383,0.08555611644076606
25384,0.006477572909724849
25385,0.08310668985031266
25386,0.0035429614937886656
25387,0.098257349754826
25388,0.030218948332498923
25389,0.2987285454873821
25390,0.02470748647103658
25391,0.018937800991411617
25392,0.6243596726560383
25393,0.054996208918108816
25394,0.2525390434564469
25395,0.024291218283755227
25396,0.01979750461383676
25397,0.022492285419452744
25398,0.6968551202554896
25399,0.08195023053927342
25400,0.026295834003242296
25401,0.01922127526822807
25402,0.4907273285328755
25403,0.04025279799429282
25404,0.019890088965903586
25405,0.5074932243977915
25406,0.005657184279409393
25407,0.03278954725813868
25408,0.2038333187213755
25409,0.017532372417822906
25410,0.0587699485452371
25411,0.030536566697402498
25412,0.13352083634749784
25413,0.7715059257637951
25414,0.29332298116339867
25415,0.39700900460108707
25416,0.015654950576571985
25417,0.33990515312899516
25418,0.02635417505607762
25419,0.0030883981671897447
25420,0.04907461317524791
25421,0.0027093121970828853
25422,0.008791107334447618
25423,0.010604594260794882
25424,0.03290519889978772
25425,0.005206548637896256
25426,0.11934597881814817
25427,0.26117463636309673
25428,0.007414770541007094
25429,0.13488683503184565
25430,0.1117414355978889
25431,0.049301099597666244
25432,0.03858599556712731
25433,0.0049769282556448155
25434,0.5284530060134811
25435,0.01427466776373311
25436,0.010314167931419187
25437,0.007311074949050441
25438,0.008319989335700386
25439,0.4062443533390361
25440,0.1440330038451427
25441,0.39168631153939076
25442,0.021754306116216315
25443,0.005324274810318625
25444,0.36483297999141995
25445,0.015302766382333329
25446,0.08082826855396298
25447,0.07565071586445626
25448,0.03658861022405353
25449,0.07531226021087141
25450,0.022137825936961432
25451,0.0341258383851841
25452,0.052243065571538995
25453,0.012302310145691647
25454,0.6983946340132978
25455,0.023790345883329764
25456,0.016169453541971454
25457,0.6482227097709634
25458,0.7132928020705944
25459,0.08608602861174532
25460,0.06292071171917565
25461,0.005075586009338383
25462,0.06400795236420886
25463,0.1959337724052493
25464,0.017471932116876424
25465,0.005553117251098748
25466,0.16326655437457055
25467,0.08776427628833783
25468,0.06485751073686219
25469,0.0043827504911239275
25470,0.012131457851450993
25471,0.01656168913516156
25472,0.015324988245060093
25473,0.06197565986350677
25474,0.013073925013324428
25475,0.045005675678901146
25476,0.018212092779998523
25477,0.018405305858110333
25478,0.5047025195274005
25479,0.011177303937680017
25480,0.02137651216113003
25481,0.07481945825284649
25482,0.011589266278482667
25483,0.004999425414913045
25484,0.08540188377906556
25485,0.4156854242416662
25486,0.09283903834871875
25487,0.0030336854444403235
25488,0.34262388147187756
25489,0.3749213565875075
25490,0.5708166248807364
25491,0.17752880914936942
25492,0.028243417787166786
25493,0.25839337140574964
25494,0.43564674805387854
25495,0.07332763140317038
25496,0.012783462944001359
25497,0.03675629579753126
25498,0.0046659942624988765
25499,0.010094706010010003
25500,0.012498195670592011
25501,0.00838986787879632
25502,0.13375590960934883
25503,0.007126846299656755
25504,0.013717276970462444
25505,0.43706181163001206
25506,0.10596327877749591
25507,0.010542874748830134
25508,0.02084836448312863
25509,0.00729463403614535
25510,0.040762369711112634
25511,0.11515394299811463
25512,0.2801728592100948
25513,0.050229803304138336
25514,0.0038468005018798285
25515,0.47401541579410184
25516,0.005821345390048952
25517,0.004268066408076002
25518,0.4011264558856851
25519,0.02036789705488537
25520,0.25963409289553563
25521,0.0185360260101207
25522,0.013126433781916302
25523,0.2662727599259032
25524,0.006164505934057555
25525,0.12788264145013906
25526,0.4401081463116448
25527,0.08335312714859172
25528,0.005459160114759236
25529,0.16040822004865857
25530,0.0038723201578804937
25531,0.042840746850010485
25532,0.07053086455483353
25533,0.04522056171064079
25534,0.07531761221959661
25535,0.08530426546244371
25536,0.1338280708351723
25537,0.0078928615679275
25538,0.05442990410890818
25539,0.5520703028709919
25540,0.3645715816015949
25541,0.3850446095835155
25542,0.025701587845696382
25543,0.031397349752027306
25544,0.017496662630737122
25545,0.01719279268669857
25546,0.033844507196632685
25547,0.01688264007764693
25548,0.057061826497121035
25549,0.004640980714561807
25550,0.02768599610845977
25551,0.13149745457268947
25552,0.38020315932121584
25553,0.012616001756247573
25554,0.016968569280287914
25555,0.046359679779378285
25556,0.5499042564847425
25557,0.013381130852912504
25558,0.04063881149719238
25559,0.0036097611235356504
25560,0.03691682912639922
25561,0.16596134811094396
25562,0.003574997856861261
25563,0.0225958693028963
25564,0.14263747108187816
25565,0.008358072802685086
25566,0.04363243189989705
25567,0.04384068304499663
25568,0.6046302542684924
25569,0.04830957897261315
25570,0.014713555547336419
25571,0.3509559150902165
25572,0.00494933755490619
25573,0.004796500045084657
25574,0.0071589469433514805
25575,0.013945031273601407
25576,0.025819571263983567
25577,0.0268054519463113
25578,0.020428870936851296
25579,0.0402228572354967
25580,0.009056976076157953
25581,0.0900129162132317
25582,0.0618809627761024
25583,0.5877186798970887
25584,0.00442404170301659
25585,0.7896321837442001
25586,0.004088118328644323
25587,0.011723556227915719
25588,0.045371123790717165
25589,0.0641040122483378
25590,0.007594668642425884
25591,0.011943036823415276
25592,0.030185264252129106
25593,0.014687614108708929
25594,0.11394771635622476
25595,0.61197670792119
25596,0.2595430415762305
25597,0.040515710750401175
25598,0.13763387795496423
25599,0.024758950611390947
25600,0.01500017272628012
25601,0.024722731011002502
25602,0.019507131102174804
25603,0.025955746018331546
25604,0.03605879339357017
25605,0.09100438534033925
25606,0.6331879605737041
25607,0.03662732345901658
25608,0.019073583378029335
25609,0.020896447096044365
25610,0.020878119616006833
25611,0.3771271094267382
25612,0.062333396013462765
25613,0.008766732106860907
25614,0.8170538002027878
25615,0.042464463228099554
25616,0.0156472456047134
25617,0.004470232186187601
25618,0.5609079779743631
25619,0.058363345130300115
